parcel_id,land_no,Land,Area,Grade,Frontage,Depth
418263,1,5,0.14,0.80,,
418264,1,5,0.14,0.80,,
418267,1,5,0.09,1.00,,
418268,1,5,0.10,0.80,,
418270,1,1,1.00,1.00,,
418271,1,5,0.26,0.80,,
418272,1,5,0.30,0.80,,
418274,1,5,0.41,0.80,,
418275,1,5,0.40,0.80,,
418277,1,5,0.10,0.80,,
418278,1,5,0.35,0.80,,
418279,1,5,0.21,0.80,,
418280,1,5,0.37,0.80,,
418281,1,5,0.12,0.80,,
418282,1,5,0.30,0.80,,
418284,1,5,0.65,0.80,,
418285,1,5,0.21,0.80,,
418286,1,5,0.22,0.80,,
418287,1,5,0.18,0.80,,
418288,1,5,0.22,0.80,,
418289,1,5,0.19,0.80,,
418290,1,5,0.17,0.80,,
418291,1,5,0.16,0.80,,
418293,1,5,0.20,0.80,,
418294,1,1,1.50,1.00,,
418295,1,5,0.17,0.80,,
418296,1,1,2.00,1.00,,
418296,2,5,0.77,0.80,,
4182962,1,1,1.40,1.00,,
418297,1,1,1.04,1.00,,
480103,1,1,2.00,1.00,,
480103,2,5,0.43,1.00,,
480105,1,6,2.19,0.70,,
480109,1,5,0.45,0.80,,
480201,1,1,2.00,1.00,,
480201,2,5,0.15,1.00,,
480203,1,1,1.74,1.00,,
480204,1,6,2.68,0.70,,
480210,1,1,1.00,1.00,,
480211,1,1,1.00,0.80,,
480213,1,1,2.00,1.00,,
480213,2,5,0.05,1.00,,
480301,1,1,2.00,0.80,,
480301,2,5,0.76,1.00,,
480302,1,1,2.00,1.00,,
480302,2,5,1.03,1.00,,
480402,1,1,1.38,0.80,,
480405,1,1,2.00,1.00,,
480405,2,5,10.06,0.80,,
480410,1,1,2.00,1.00,,
480410,2,5,1.67,0.80,,
480601,1,1,2.00,0.90,,
480601,2,1,10.08,0.80,,
4806011,1,6,2.92,0.80,,
4807001,1,1,2.00,0.80,,
4807001,2,5,13.27,0.80,,
480701,1,1,2.00,1.00,,
480701,2,5,0.25,1.00,,
480706,1,1,2.00,1.25,,
480706,2,5,0.07,1.00,,
4807061,1,1,2.00,1.00,,
4807061,2,5,0.68,1.00,,
480801,1,1,2.00,1.25,,
480801,2,5,0.61,1.00,,
480804,1,1,1.18,1.25,,
480805,1,1,1.06,0.80,,
480806,1,1,1.97,0.70,,
480809,1,1,1.98,1.25,,
480810,1,1,2.00,1.25,,
480810,2,5,0.10,1.00,,
480812,1,1,2.00,1.00,,
480814,1,1,2.00,1.50,,
480814,2,5,0.94,1.00,,
480901,1,6,27.52,0.60,,
